,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
717,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate number of elements,Calculate number of events,2022-04-10 16:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
718,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-04-10 17:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
719,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate number of elements,Calculate number of activities,2022-04-10 18:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
720,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-10 19:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
721,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Filter traces,Filter traces by cycle time,2022-04-10 20:24:15.966942,P1-P2,A24,2020,Professional,Manipulation,A242020,Sberbank
722,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-04-10 21:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
723,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate processing time,Calculate processing time,2022-04-10 22:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
724,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-10 23:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
725,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-11 00:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
726,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-04-11 01:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
727,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate frequency,Calculate frequency of traces,2022-04-11 02:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
728,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-04-11 03:24:15.966942,P1-P2,A24,2020,Professional,Calculate statistics,A242020,Sberbank
729,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Calculate processing time,Calculate processing time,2022-04-11 04:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
730,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-04-11 05:24:15.966942,P1-P2,A24,2020,Professional,Representation,A242020,Sberbank
731,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Compare processing time,Compare processing time,2022-04-11 06:24:15.966942,P1-P2,A24,2020,Professional,Analyze Time,A242020,Sberbank
732,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2022-04-11 07:24:15.966942,P1-P2,A24,2020,Professional,Representation,A242020,Sberbank
733,A24 P1-P2 BPI 2020,A24 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-11 08:24:15.966942,P1-P2,A24,2020,Professional,Identification,A242020,Sberbank
734,A24 P4 BPI 2020,A24 P4 BPI 2020,Represent process map,Represent process map with cycle time,2022-04-11 09:24:15.966942,P4,A24,2020,Professional,Representation,A242020,Sberbank
735,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-04-11 10:24:15.966942,P4,A24,2020,Professional,Calculate statistics,A242020,Sberbank
736,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-04-11 11:24:15.966942,P4,A24,2020,Professional,Analyze Time,A242020,Sberbank
737,A24 P4 BPI 2020,A24 P4 BPI 2020,Identify transitions by cycle time,Identify transitions by cycle time,2022-04-11 12:24:15.966942,P4,A24,2020,Professional,Identification,A242020,Sberbank
738,A24 P4 BPI 2020,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2022-04-11 13:24:15.966942,P4,A24,2020,Professional,Manipulation,A242020,Sberbank
739,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2022-04-11 14:24:15.966942,P4,A24,2020,Professional,Analyze Time,A242020,Sberbank
740,A24 P4 BPI 2020,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2022-04-11 15:24:15.966942,P4,A24,2020,Professional,Manipulation,A242020,Sberbank
741,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-04-11 16:24:15.966942,P4,A24,2020,Professional,Calculate statistics,A242020,Sberbank
742,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-11 17:24:15.966942,P4,A24,2020,Professional,Analyze Time,A242020,Sberbank
743,A24 P4 BPI 2020,A24 P4 BPI 2020,Identify traces by cycle time,Identify traces by cycle time,2022-04-11 18:24:15.966942,P4,A24,2020,Professional,Identification,A242020,Sberbank
744,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-11 19:24:15.966942,P5,A1,2015,Professional,Analyze Time,A12015,Meijer & Van der Ham Management Consultants
745,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2022-04-11 20:24:15.966942,P5,A1,2015,Professional,Identification,A12015,Meijer & Van der Ham Management Consultants
746,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2022-04-11 21:24:15.966942,P5,A1,2015,Professional,Identification,A12015,Meijer & Van der Ham Management Consultants
747,A1 P5 BPI 2015,A1 P5 BPI 2015,Represent linear tendency of cycle time with respect an attribute,Represent linear tendency of cycle time with respect an attribute,2022-04-11 22:24:15.966942,P5,A1,2015,Professional,Representation,A12015,Meijer & Van der Ham Management Consultants
748,A1 P5 BPI 2015,A1 P5 BPI 2015,Group traces,Group traces by year,2022-04-11 23:24:15.966942,P5,A1,2015,Professional,Manipulation,A12015,Meijer & Van der Ham Management Consultants
749,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-12 00:24:15.966942,P5,A1,2015,Professional,Analyze Time,A12015,Meijer & Van der Ham Management Consultants
750,A1 P5 BPI 2015,A1 P5 BPI 2015,Represent temporal series,Represent temporal series of traces,2022-04-12 01:24:15.966942,P5,A1,2015,Professional,Representation,A12015,Meijer & Van der Ham Management Consultants
751,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2022-04-12 02:24:15.966942,P5,A1,2015,Professional,Identification,A12015,Meijer & Van der Ham Management Consultants
752,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2022-04-12 03:24:15.966942,P5,A1,2015,Professional,Identification,A12015,Meijer & Van der Ham Management Consultants
753,A1 P5 BPI 2015,A1 P5 BPI 2015,Filter traces,Filter traces by year,2022-04-12 04:24:15.966942,P5,A1,2015,Professional,Manipulation,A12015,Meijer & Van der Ham Management Consultants
754,A1 P5 BPI 2015,A1 P5 BPI 2015,Group traces,Group traces by resources,2022-04-12 05:24:15.966942,P5,A1,2015,Professional,Manipulation,A12015,Meijer & Van der Ham Management Consultants
755,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify resources,Identify resources by activities,2022-04-12 06:24:15.966942,P5,A1,2015,Professional,Identification,A12015,Meijer & Van der Ham Management Consultants
756,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate percentages,Calculate percentage of activities,2022-04-12 07:24:15.966942,P5,A1,2015,Professional,Calculate statistics,A12015,Meijer & Van der Ham Management Consultants
757,A5 P5 BPI 2015,A5 P5 BPI 2015,Filter traces,Filter traces by activities,2022-04-12 08:24:15.966942,P5,A5,2015,Academic,Manipulation,A52015,Eindhoven University of Technology
758,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-12 09:24:15.966942,P5,A5,2015,Academic,Analyze Time,A52015,Eindhoven University of Technology
759,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2022-04-12 10:24:15.966942,P5,A5,2015,Academic,Calculate statistics,A52015,Eindhoven University of Technology
760,A5 P5 BPI 2015,A5 P5 BPI 2015,Represent density diagram of cycle time,Represent density diagram of cycle time,2022-04-12 11:24:15.966942,P5,A5,2015,Academic,Representation,A52015,Eindhoven University of Technology
761,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2022-04-12 12:24:15.966942,P5,A5,2015,Academic,Identification,A52015,Eindhoven University of Technology
762,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2022-04-12 13:24:15.966942,P5,A5,2015,Academic,Identification,A52015,Eindhoven University of Technology
763,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2022-04-12 14:24:15.966942,P5,A5,2015,Academic,Identification,A52015,Eindhoven University of Technology
764,A5 P5 BPI 2015,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2022-04-12 15:24:15.966942,P5,A5,2015,Academic,Manipulation,A52015,Eindhoven University of Technology
765,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-12 16:24:15.966942,P5,A5,2015,Academic,Analyze Time,A52015,Eindhoven University of Technology
766,A5 P5 BPI 2015,A5 P5 BPI 2015,Filter traces,Filter traces by frequency,2022-04-12 17:24:15.966942,P5,A5,2015,Academic,Manipulation,A52015,Eindhoven University of Technology
767,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify attributes,Identify values of attributes,2022-04-12 18:24:15.966942,P5,A5,2015,Academic,Identification,A52015,Eindhoven University of Technology
768,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of attributes,2022-04-12 19:24:15.966942,P5,A5,2015,Academic,Calculate statistics,A52015,Eindhoven University of Technology
769,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by resources,2022-04-12 20:24:15.966942,P5,A5,2015,Academic,Identification,A52015,Eindhoven University of Technology
770,A5 P5 BPI 2015,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2022-04-12 21:24:15.966942,P5,A5,2015,Academic,Manipulation,A52015,Eindhoven University of Technology
771,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2022-04-12 22:24:15.966942,P5,A5,2015,Academic,Calculate statistics,A52015,Eindhoven University of Technology
772,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent process map,Represent process map with frequency,2022-04-12 23:24:15.966942,P1,A3,2017,Student,Representation,A32017,Eindhoven University of Technology
773,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of activities,2022-04-13 00:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
774,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by resources,2022-04-13 01:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
775,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 02:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
776,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-13 03:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
777,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 04:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
778,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by activities,2022-04-13 05:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
779,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 06:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
780,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-13 07:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
781,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 08:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
782,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-13 09:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
783,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 10:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
784,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-13 11:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
785,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 12:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
786,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-13 13:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
787,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-13 14:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
788,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-04-13 15:24:15.966942,P1,A3,2017,Student,Representation,A32017,Eindhoven University of Technology
789,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for all traces,2022-04-13 16:24:15.966942,P1,A3,2017,Student,Analyze Time,A32017,Eindhoven University of Technology
790,A3 P1 BPI 2017,A3 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-13 17:24:15.966942,P1,A3,2017,Student,Analyze Time,A32017,Eindhoven University of Technology
791,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2022-04-13 18:24:15.966942,P1,A3,2017,Student,Analyze Time,A32017,Eindhoven University of Technology
792,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by activities,2022-04-13 19:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
793,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-13 20:24:15.966942,P1,A3,2017,Student,Analyze Time,A32017,Eindhoven University of Technology
794,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2022-04-13 21:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
795,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-04-13 22:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
796,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-04-13 23:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
797,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of traces,2022-04-14 00:24:15.966942,P1,A3,2017,Student,Representation,A32017,Eindhoven University of Technology
798,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2022-04-14 01:24:15.966942,P1,A3,2017,Student,Manipulation,A32017,Eindhoven University of Technology
799,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-04-14 02:24:15.966942,P1,A3,2017,Student,Calculate statistics,A32017,Eindhoven University of Technology
800,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of attributes,2022-04-14 03:24:15.966942,P1,A3,2017,Student,Representation,A32017,Eindhoven University of Technology
801,A18 P1 BPI 2017,A18 P1 BPI 2017,Filter events,Filter events by attributes,2022-04-14 04:24:15.966942,P1,A18,2017,Professional,Manipulation,A182017,KPMG Advisory
802,A18 P1 BPI 2017,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2022-04-14 05:24:15.966942,P1,A18,2017,Professional,Analyze Time,A182017,KPMG Advisory
803,A18 P1 BPI 2017,A18 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-14 06:24:15.966942,P1,A18,2017,Professional,Analyze Time,A182017,KPMG Advisory
804,A18 P1 BPI 2017,A18 P1 BPI 2017,Filter events,Filter events by resources,2022-04-14 07:24:15.966942,P1,A18,2017,Professional,Manipulation,A182017,KPMG Advisory
805,A18 P1 BPI 2017,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2022-04-14 08:24:15.966942,P1,A18,2017,Professional,Analyze Time,A182017,KPMG Advisory
806,A18 P1 BPI 2017,A18 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-14 09:24:15.966942,P1,A18,2017,Professional,Analyze Time,A182017,KPMG Advisory
807,A9 P2 BPI 2019,A9 P2 BPI 2019,Filter traces,Filter traces by year,2022-04-14 10:24:15.966942,P2,A9,2019,Professional,Manipulation,A92019,KPMG Netherlands
808,A9 P2 BPI 2019,A9 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-04-14 11:24:15.966942,P2,A9,2019,Professional,Analyze Time,A92019,KPMG Netherlands
809,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify activities,Identify common activities,2022-04-14 12:24:15.966942,P2,A9,2019,Professional,Identification,A92019,KPMG Netherlands
810,A9 P2 BPI 2019,A9 P2 BPI 2019,Compare cycle time,Compare cycle time,2022-04-14 13:24:15.966942,P2,A9,2019,Professional,Analyze Time,A92019,KPMG Netherlands
811,A9 P2 BPI 2019,A9 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2022-04-14 14:24:15.966942,P2,A9,2019,Professional,Representation,A92019,KPMG Netherlands
812,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-14 15:24:15.966942,P2,A9,2019,Professional,Manipulation,A92019,KPMG Netherlands
813,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-14 16:24:15.966942,P2,A9,2019,Professional,Identification,A92019,KPMG Netherlands
814,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-14 17:24:15.966942,P2,A9,2019,Professional,Manipulation,A92019,KPMG Netherlands
815,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-14 18:24:15.966942,P2,A9,2019,Professional,Identification,A92019,KPMG Netherlands
816,A9 P2 BPI 2019,A9 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2022-04-14 19:24:15.966942,P2,A9,2019,Professional,Calculate statistics,A92019,KPMG Netherlands
817,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-14 20:24:15.966942,P2,A9,2019,Professional,Manipulation,A92019,KPMG Netherlands
818,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-14 21:24:15.966942,P2,A9,2019,Professional,Identification,A92019,KPMG Netherlands
819,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-14 22:24:15.966942,P2,A9,2019,Professional,Identification,A92019,KPMG Netherlands
820,A12 P2 BPI 2019,A12 P2 BPI 2019,Preprocess the traces of the logs,Preprocess the traces of the logs,2022-04-14 23:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
821,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 00:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
822,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-15 01:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
823,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2022-04-15 02:24:15.966942,P2,A12,2019,Academic,Representation,A122019,"Hasso Plattner Institute, University of Potsdam"
824,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2022-04-15 03:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
825,A12 P2 BPI 2019,A12 P2 BPI 2019,Identify attributes,Identify attributes by traces,2022-04-15 04:24:15.966942,P2,A12,2019,Academic,Identification,A122019,"Hasso Plattner Institute, University of Potsdam"
826,A12 P2 BPI 2019,A12 P2 BPI 2019,Filter traces,Filter traces by cycle time,2022-04-15 05:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
827,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-15 06:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
828,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2022-04-15 07:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
829,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 08:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
830,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-15 09:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
831,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 10:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
832,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-15 11:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
833,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2022-04-15 12:24:15.966942,P2,A12,2019,Academic,Representation,A122019,"Hasso Plattner Institute, University of Potsdam"
834,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2022-04-15 13:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
835,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-15 14:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
836,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 15:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
837,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2022-04-15 16:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
838,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 17:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
839,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2022-04-15 18:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
840,A12 P2 BPI 2019,A12 P2 BPI 2019,Group events by attributes,Group events by attributes,2022-04-15 19:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
841,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2022-04-15 20:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
842,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-15 21:24:15.966942,P2,A12,2019,Academic,Manipulation,A122019,"Hasso Plattner Institute, University of Potsdam"
843,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-15 22:24:15.966942,P2,A12,2019,Academic,Calculate statistics,A122019,"Hasso Plattner Institute, University of Potsdam"
844,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-15 23:24:15.966942,P2,A12,2019,Academic,Analyze Time,A122019,"Hasso Plattner Institute, University of Potsdam"
845,A12 P2 BPI 2019,A12 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-16 00:24:15.966942,P2,A12,2019,Academic,Identification,A122019,"Hasso Plattner Institute, University of Potsdam"
846,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2022-04-16 01:24:15.966942,P2,A12,2019,Academic,Representation,A122019,"Hasso Plattner Institute, University of Potsdam"
847,A30 P1-P2 BPI 2020,A30 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-04-16 02:24:15.966942,P1-P2,A30,2020,Academic,Manipulation,A302020,"Hasso Plattner Institute, University of Potsdam
K¨uhne Logistics University"
848,A30 P1-P2 BPI 2020,A30 P1-P2 BPI 2020,Calculate percentages,Calculate percentage of traces,2022-04-16 03:24:15.966942,P1-P2,A30,2020,Academic,Calculate statistics,A302020,"Hasso Plattner Institute, University of Potsdam
K¨uhne Logistics University"
849,A30 P1-P2 BPI 2020,A30 P1-P2 BPI 2020,Preprocess the traces of the logs,Preprocess the traces of the logs,2022-04-16 04:24:15.966942,P1-P2,A30,2020,Academic,Manipulation,A302020,"Hasso Plattner Institute, University of Potsdam
K¨uhne Logistics University"
850,A30 P1-P2 BPI 2020,A30 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-04-16 05:24:15.966942,P1-P2,A30,2020,Academic,Manipulation,A302020,"Hasso Plattner Institute, University of Potsdam
K¨uhne Logistics University"
851,A30 P1-P2 BPI 2020,A30 P1-P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2022-04-16 06:24:15.966942,P1-P2,A30,2020,Academic,Representation,A302020,"Hasso Plattner Institute, University of Potsdam
K¨uhne Logistics University"
